,ctuid,pop_elderly_prop,pop_child_prop,pop_immig,pop_nodegree,pop_unemployed,inc_lico_p,inc_total30p,dw_majorrep,dw_lone_prop,dw_no_car,Ai_jobs_transit,Ai_activities_transit,Ai_jobs_auto,Ai_activities_auto,Ai_jobs_ratio,Ai_activities_ratio,Ai_combine,SESi,pop,mean_nonworktrip_time_adult,mean_commute_time_adult,R_trips_per_day,R_activities_per_day
805,5350516.17,,,,,,,,,,,,,,,,,,,,,,,
806,5350516.18,,,,,,,,,,,,,,,,,,,,,,,
807,5350516.20,,,,,,,,,,,,,,,,,,,,,,,
808,5350516.21,,,,,,,,,,,,,,,,,,,,,,,
809,5350516.22,,,,,,,,,,,,,,,,,,,,,,,
810,5350516.23,,,,,,,,,,,,,,,,,,,,,,,
811,5350516.24,,,,,,,,,,,,,,,,,,,,,,,
812,5350516.25,,,,,,,,,,,,,,,,,,,,,,,
813,5350516.26,,,,,,,,,,,,,,,,,,,,,,,
814,5350516.28,,,,,,,,,,,,,,,,,,,,,,,
815,5350516.29,,,,,,,,,,,,,,,,,,,,,,,
816,5350516.30,,,,,,,,,,,,,,,,,,,,,,,
817,5350516.31,,,,,,,,,,,,,,,,,,,,,,,
818,5350516.32,,,,,,,,,,,,,,,,,,,,,,,
819,5350516.37,,,,,,,,,,,,,,,,,,,,,,,
820,5350516.38,,,,,,,,,,,,,,,,,,,,,,,
821,5350516.39,,,,,,,,,,,,,,,,,,,,,,,
822,5350516.40,,,,,,,,,,,,,,,,,,,,,,,
823,5350516.41,,,,,,,,,,,,,,,,,,,,,,,
824,5350516.42,,,,,,,,,,,,,,,,,,,,,,,
825,5350516.43,,,,,,,,,,,,,,,,,,,,,,,
826,5350516.44,,,,,,,,,,,,,,,,,,,,,,,
827,5350516.46,,,,,,,,,,,,,,,,,,,,,,,
828,5350516.47,,,,,,,,,,,,,,,,,,,,,,,
829,5350516.48,,,,,,,,,,,,,,,,,,,,,,,
830,5350516.49,,,,,,,,,,,,,,,,,,,,,,,
831,5350517.00,,,,,,,,,,,,,,,,,,,,,,,
832,5350518.00,,,,,,,,,,,,,,,,,,,,,,,
833,5350519.00,,,,,,,,,,,,,,,,,,,,,,,
834,5350520.01,,,,,,,,,,,,,,,,,,,,,,,
835,5350520.02,,,,,,,,,,,,,,,,,,,,,,,
836,5350520.05,,,,,,,,,,,,,,,,,,,,,,,
837,5350520.07,,,,,,,,,,,,,,,,,,,,,,,
838,5350520.08,,,,,,,,,,,,,,,,,,,,,,,
839,5350520.09,,,,,,,,,,,,,,,,,,,,,,,
840,5350520.10,,,,,,,,,,,,,,,,,,,,,,,
841,5350521.01,,,,,,,,,,,,,,,,,,,,,,,
842,5350521.02,,,,,,,,,,,,,,,,,,,,,,,
843,5350521.03,,,,,,,,,,,,,,,,,,,,,,,
844,5350521.04,,,,,,,,,,,,,,,,,,,,,,,
845,5350521.05,,,,,,,,,,,,,,,,,,,,,,,
846,5350521.06,,,,,,,,,,,,,,,,,,,,,,,
847,5350522.00,,,,,,,,,,,,,,,,,,,,,,,
848,5350523.00,,,,,,,,,,,,,,,,,,,,,,,
849,5350524.01,,,,,,,,,,,,,,,,,,,,,,,
850,5350524.02,,,,,,,,,,,,,,,,,,,,,,,
851,5350525.01,,,,,,,,,,,,,,,,,,,,,,,
852,5350525.02,,,,,,,,,,,,,,,,,,,,,,,
853,5350526.01,,,,,,,,,,,,,,,,,,,,,,,
854,5350526.02,,,,,,,,,,,,,,,,,,,,,,,
855,5350527.01,,,,,,,,,,,,,,,,,,,,,,,
856,5350527.02,,,,,,,,,,,,,,,,,,,,,,,
857,5350527.03,,,,,,,,,,,,,,,,,,,,,,,
858,5350527.04,,,,,,,,,,,,,,,,,,,,,,,
859,5350527.05,,,,,,,,,,,,,,,,,,,,,,,
860,5350527.06,,,,,,,,,,,,,,,,,,,,,,,
861,5350527.07,,,,,,,,,,,,,,,,,,,,,,,
862,5350527.08,,,,,,,,,,,,,,,,,,,,,,,
863,5350527.09,,,,,,,,,,,,,,,,,,,,,,,
864,5350528.01,,,,,,,,,,,,,,,,,,,,,,,
865,5350528.02,,,,,,,,,,,,,,,,,,,,,,,
866,5350528.10,,,,,,,,,,,,,,,,,,,,,,,
867,5350528.11,,,,,,,,,,,,,,,,,,,,,,,
868,5350528.12,,,,,,,,,,,,,,,,,,,,,,,
869,5350528.13,,,,,,,,,,,,,,,,,,,,,,,
870,5350528.15,,,,,,,,,,,,,,,,,,,,,,,
871,5350528.16,,,,,,,,,,,,,,,,,,,,,,,
872,5350528.18,,,,,,,,,,,,,,,,,,,,,,,
873,5350528.19,,,,,,,,,,,,,,,,,,,,,,,
874,5350528.20,,,,,,,,,,,,,,,,,,,,,,,
875,5350528.21,,,,,,,,,,,,,,,,,,,,,,,
876,5350528.22,,,,,,,,,,,,,,,,,,,,,,,
877,5350528.24,,,,,,,,,,,,,,,,,,,,,,,
878,5350528.25,,,,,,,,,,,,,,,,,,,,,,,
879,5350528.26,,,,,,,,,,,,,,,,,,,,,,,
880,5350528.31,,,,,,,,,,,,,,,,,,,,,,,
881,5350528.32,,,,,,,,,,,,,,,,,,,,,,,
882,5350528.33,,,,,,,,,,,,,,,,,,,,,,,
883,5350528.34,,,,,,,,,,,,,,,,,,,,,,,
884,5350528.35,,,,,,,,,,,,,,,,,,,,,,,
885,5350528.36,,,,,,,,,,,,,,,,,,,,,,,
886,5350528.37,,,,,,,,,,,,,,,,,,,,,,,
887,5350528.39,,,,,,,,,,,,,,,,,,,,,,,
888,5350528.40,,,,,,,,,,,,,,,,,,,,,,,
889,5350528.41,,,,,,,,,,,,,,,,,,,,,,,
890,5350528.42,,,,,,,,,,,,,,,,,,,,,,,
891,5350528.43,,,,,,,,,,,,,,,,,,,,,,,
892,5350528.44,,,,,,,,,,,,,,,,,,,,,,,
893,5350528.45,,,,,,,,,,,,,,,,,,,,,,,
894,5350528.46,,,,,,,,,,,,,,,,,,,,,,,
895,5350528.47,,,,,,,,,,,,,,,,,,,,,,,
896,5350528.48,,,,,,,,,,,,,,,,,,,,,,,
897,5350528.49,,,,,,,,,,,,,,,,,,,,,,,
898,5350529.01,,,,,,,,,,,,,,,,,,,,,,,
899,5350529.02,,,,,,,,,,,,,,,,,,,,,,,
900,5350530.01,,,,,,,,,,,,,,,,,,,,,,,
901,5350530.02,,,,,,,,,,,,,,,,,,,,,,,
902,5350531.01,,,,,,,,,,,,,,,,,,,,,,,
903,5350531.02,,,,,,,,,,,,,,,,,,,,,,,
904,5350532.01,,,,,,,,,,,,,,,,,,,,,,,
905,5350532.02,,,,,,,,,,,,,,,,,,,,,,,
906,5350540.01,,,,,,,,,,,,,,,,,,,,,,,
907,5350540.02,,,,,,,,,,,,,,,,,,,,,,,
908,5350550.01,,,,,,,,,,,,,,,,,,,,,,,
909,5350550.02,,,,,,,,,,,,,,,,,,,,,,,
910,5350560.00,,,,,,,,,,,,,,,,,,,,,,,
911,5350561.00,,,,,,,,,,,,,,,,,,,,,,,
912,5350562.02,,,,,,,,,,,,,,,,,,,,,,,
913,5350562.03,,,,,,,,,,,,,,,,,,,,,,,
914,5350562.04,,,,,,,,,,,,,,,,,,,,,,,
915,5350562.05,,,,,,,,,,,,,,,,,,,,,,,
916,5350562.06,,,,,,,,,,,,,,,,,,,,,,,
917,5350562.07,,,,,,,,,,,,,,,,,,,,,,,
918,5350562.08,,,,,,,,,,,,,,,,,,,,,,,
919,5350562.09,,,,,,,,,,,,,,,,,,,,,,,
920,5350562.11,,,,,,,,,,,,,,,,,,,,,,,
921,5350562.12,,,,,,,,,,,,,,,,,,,,,,,
922,5350562.13,,,,,,,,,,,,,,,,,,,,,,,
923,5350562.14,,,,,,,,,,,,,,,,,,,,,,,
924,5350562.15,,,,,,,,,,,,,,,,,,,,,,,
925,5350563.01,,,,,,,,,,,,,,,,,,,,,,,
926,5350563.02,,,,,,,,,,,,,,,,,,,,,,,
927,5350564.01,,,,,,,,,,,,,,,,,,,,,,,
928,5350564.02,,,,,,,,,,,,,,,,,,,,,,,
929,5350570.01,,,,,,,,,,,,,,,,,,,,,,,
930,5350570.02,,,,,,,,,,,,,,,,,,,,,,,
931,5350571.01,,,,,,,,,,,,,,,,,,,,,,,
932,5350571.02,,,,,,,,,,,,,,,,,,,,,,,
933,5350572.01,,,,,,,,,,,,,,,,,,,,,,,
934,5350572.04,,,,,,,,,,,,,,,,,,,,,,,
935,5350572.05,,,,,,,,,,,,,,,,,,,,,,,
936,5350572.07,,,,,,,,,,,,,,,,,,,,,,,
937,5350572.08,,,,,,,,,,,,,,,,,,,,,,,
938,5350572.09,,,,,,,,,,,,,,,,,,,,,,,
939,5350572.10,,,,,,,,,,,,,,,,,,,,,,,
940,5350573.03,,,,,,,,,,,,,,,,,,,,,,,
941,5350573.05,,,,,,,,,,,,,,,,,,,,,,,
942,5350573.06,,,,,,,,,,,,,,,,,,,,,,,
943,5350573.07,,,,,,,,,,,,,,,,,,,,,,,
944,5350573.09,,,,,,,,,,,,,,,,,,,,,,,
945,5350573.10,,,,,,,,,,,,,,,,,,,,,,,
946,5350573.11,,,,,,,,,,,,,,,,,,,,,,,
947,5350574.00,,,,,,,,,,,,,,,,,,,,,,,
948,5350575.01,,,,,,,,,,,,,,,,,,,,,,,
949,5350575.02,,,,,,,,,,,,,,,,,,,,,,,
950,5350575.03,,,,,,,,,,,,,,,,,,,,,,,
951,5350575.04,,,,,,,,,,,,,,,,,,,,,,,
952,5350575.05,,,,,,,,,,,,,,,,,,,,,,,
953,5350575.07,,,,,,,,,,,,,,,,,,,,,,,
954,5350575.08,,,,,,,,,,,,,,,,,,,,,,,
955,5350576.04,,,,,,,,,,,,,,,,,,,,,,,
956,5350576.05,,,,,,,,,,,,,,,,,,,,,,,
957,5350576.06,,,,,,,,,,,,,,,,,,,,,,,
958,5350576.07,,,,,,,,,,,,,,,,,,,,,,,
959,5350576.09,,,,,,,,,,,,,,,,,,,,,,,
960,5350576.10,,,,,,,,,,,,,,,,,,,,,,,
961,5350576.16,,,,,,,,,,,,,,,,,,,,,,,
962,5350576.17,,,,,,,,,,,,,,,,,,,,,,,
963,5350576.20,,,,,,,,,,,,,,,,,,,,,,,
964,5350576.22,,,,,,,,,,,,,,,,,,,,,,,
965,5350576.24,,,,,,,,,,,,,,,,,,,,,,,
966,5350576.29,,,,,,,,,,,,,,,,,,,,,,,
967,5350576.31,,,,,,,,,,,,,,,,,,,,,,,
968,5350576.32,,,,,,,,,,,,,,,,,,,,,,,
969,5350576.33,,,,,,,,,,,,,,,,,,,,,,,
970,5350576.34,,,,,,,,,,,,,,,,,,,,,,,
971,5350576.40,,,,,,,,,,,,,,,,,,,,,,,
972,5350576.41,,,,,,,,,,,,,,,,,,,,,,,
973,5350576.42,,,,,,,,,,,,,,,,,,,,,,,
974,5350576.43,,,,,,,,,,,,,,,,,,,,,,,
975,5350576.44,,,,,,,,,,,,,,,,,,,,,,,
976,5350576.45,,,,,,,,,,,,,,,,,,,,,,,
977,5350576.46,,,,,,,,,,,,,,,,,,,,,,,
978,5350576.47,,,,,,,,,,,,,,,,,,,,,,,
979,5350576.49,,,,,,,,,,,,,,,,,,,,,,,
980,5350576.50,,,,,,,,,,,,,,,,,,,,,,,
981,5350576.52,,,,,,,,,,,,,,,,,,,,,,,
982,5350576.53,,,,,,,,,,,,,,,,,,,,,,,
983,5350576.54,,,,,,,,,,,,,,,,,,,,,,,
984,5350576.55,,,,,,,,,,,,,,,,,,,,,,,
985,5350576.56,,,,,,,,,,,,,,,,,,,,,,,
986,5350576.57,,,,,,,,,,,,,,,,,,,,,,,
987,5350576.58,,,,,,,,,,,,,,,,,,,,,,,
988,5350576.59,,,,,,,,,,,,,,,,,,,,,,,
989,5350576.60,,,,,,,,,,,,,,,,,,,,,,,
990,5350576.61,,,,,,,,,,,,,,,,,,,,,,,
991,5350576.62,,,,,,,,,,,,,,,,,,,,,,,
992,5350576.63,,,,,,,,,,,,,,,,,,,,,,,
993,5350576.64,,,,,,,,,,,,,,,,,,,,,,,
994,5350576.65,,,,,,,,,,,,,,,,,,,,,,,
995,5350576.66,,,,,,,,,,,,,,,,,,,,,,,
996,5350576.67,,,,,,,,,,,,,,,,,,,,,,,
997,5350576.68,,,,,,,,,,,,,,,,,,,,,,,
998,5350576.69,,,,,,,,,,,,,,,,,,,,,,,
999,5350576.70,,,,,,,,,,,,,,,,,,,,,,,
1000,5350576.71,,,,,,,,,,,,,,,,,,,,,,,
1001,5350576.72,,,,,,,,,,,,,,,,,,,,,,,
1002,5350585.02,,,,,,,,,,,,,,,,,,,,,,,
1003,5350585.03,,,,,,,,,,,,,,,,,,,,,,,
1004,5350585.05,,,,,,,,,,,,,,,,,,,,,,,
1005,5350585.07,,,,,,,,,,,,,,,,,,,,,,,
1006,5350585.08,,,,,,,,,,,,,,,,,,,,,,,
1007,5350585.09,,,,,,,,,,,,,,,,,,,,,,,
1008,5350585.10,,,,,,,,,,,,,,,,,,,,,,,
1009,5350586.01,,,,,,,,,,,,,,,,,,,,,,,
1010,5350586.02,,,,,,,,,,,,,,,,,,,,,,,
1011,5350587.01,,,,,,,,,,,,,,,,,,,,,,,
1012,5350587.02,,,,,,,,,,,,,,,,,,,,,,,
1013,5350600.01,,,,,,,,,,,,,,,,,,,,,,,
1014,5350600.02,,,,,,,,,,,,,,,,,,,,,,,
1015,5350601.00,,,,,,,,,,,,,,,,,,,,,,,
1016,5350602.00,,,,,,,,,,,,,,,,,,,,,,,
1017,5350603.00,,,,,,,,,,,,,,,,,,,,,,,
1018,5350604.00,,,,,,,,,,,,,,,,,,,,,,,
1019,5350605.00,,,,,,,,,,,,,,,,,,,,,,,
1020,5350606.00,,,,,,,,,,,,,,,,,,,,,,,
1021,5350607.00,,,,,,,,,,,,,,,,,,,,,,,
1022,5350608.00,,,,,,,,,,,,,,,,,,,,,,,
1023,5350609.00,,,,,,,,,,,,,,,,,,,,,,,
1024,5350610.02,,,,,,,,,,,,,,,,,,,,,,,
1025,5350610.03,,,,,,,,,,,,,,,,,,,,,,,
1026,5350610.04,,,,,,,,,,,,,,,,,,,,,,,
1027,5350611.00,,,,,,,,,,,,,,,,,,,,,,,
1028,5350612.01,,,,,,,,,,,,,,,,,,,,,,,
1029,5350612.03,,,,,,,,,,,,,,,,,,,,,,,
1030,5350612.05,,,,,,,,,,,,,,,,,,,,,,,
1031,5350612.08,,,,,,,,,,,,,,,,,,,,,,,
1032,5350612.10,,,,,,,,,,,,,,,,,,,,,,,
1033,5350612.11,,,,,,,,,,,,,,,,,,,,,,,
1034,5350612.12,,,,,,,,,,,,,,,,,,,,,,,
1035,5350612.13,,,,,,,,,,,,,,,,,,,,,,,
1036,5350612.14,,,,,,,,,,,,,,,,,,,,,,,
1037,5350612.15,,,,,,,,,,,,,,,,,,,,,,,
1038,5350612.18,,,,,,,,,,,,,,,,,,,,,,,
1039,5350612.19,,,,,,,,,,,,,,,,,,,,,,,
1040,5350612.20,,,,,,,,,,,,,,,,,,,,,,,
1041,5350612.21,,,,,,,,,,,,,,,,,,,,,,,
1042,5350612.22,,,,,,,,,,,,,,,,,,,,,,,
1043,5350612.23,,,,,,,,,,,,,,,,,,,,,,,
1044,5350612.24,,,,,,,,,,,,,,,,,,,,,,,
1045,5350612.25,,,,,,,,,,,,,,,,,,,,,,,
1046,5350612.26,,,,,,,,,,,,,,,,,,,,,,,
1047,5350612.27,,,,,,,,,,,,,,,,,,,,,,,
1048,5350613.01,,,,,,,,,,,,,,,,,,,,,,,
1049,5350613.03,,,,,,,,,,,,,,,,,,,,,,,
1050,5350613.04,,,,,,,,,,,,,,,,,,,,,,,
1051,5350614.01,,,,,,,,,,,,,,,,,,,,,,,
1052,5350614.02,,,,,,,,,,,,,,,,,,,,,,,
1053,5350615.00,,,,,,,,,,,,,,,,,,,,,,,
1054,5350620.01,,,,,,,,,,,,,,,,,,,,,,,
1055,5350620.05,,,,,,,,,,,,,,,,,,,,,,,
1056,5350620.06,,,,,,,,,,,,,,,,,,,,,,,
1057,5350620.07,,,,,,,,,,,,,,,,,,,,,,,
1058,5350620.08,,,,,,,,,,,,,,,,,,,,,,,
1059,5350620.09,,,,,,,,,,,,,,,,,,,,,,,
1060,5350620.10,,,,,,,,,,,,,,,,,,,,,,,
1061,5350620.11,,,,,,,,,,,,,,,,,,,,,,,
1062,5350620.12,,,,,,,,,,,,,,,,,,,,,,,
1063,5350620.13,,,,,,,,,,,,,,,,,,,,,,,
1064,5350621.00,,,,,,,,,,,,,,,,,,,,,,,
1065,5350622.00,,,,,,,,,,,,,,,,,,,,,,,
1066,5350623.00,,,,,,,,,,,,,,,,,,,,,,,
1067,5350624.00,,,,,,,,,,,,,,,,,,,,,,,
1068,5350625.00,,,,,,,,,,,,,,,,,,,,,,,
1069,5350626.00,,,,,,,,,,,,,,,,,,,,,,,
1070,5350630.00,,,,,,,,,,,,,,,,,,,,,,,
1071,5350631.02,,,,,,,,,,,,,,,,,,,,,,,
1072,5350631.03,,,,,,,,,,,,,,,,,,,,,,,
1073,5350631.04,,,,,,,,,,,,,,,,,,,,,,,
1074,5350632.00,,,,,,,,,,,,,,,,,,,,,,,
1075,5350633.00,,,,,,,,,,,,,,,,,,,,,,,
1076,5350634.01,,,,,,,,,,,,,,,,,,,,,,,
1077,5350634.02,,,,,,,,,,,,,,,,,,,,,,,
1078,5350635.00,,,,,,,,,,,,,,,,,,,,,,,
1079,5350636.00,,,,,,,,,,,,,,,,,,,,,,,
1080,5350637.00,,,,,,,,,,,,,,,,,,,,,,,
1081,5350638.00,,,,,,,,,,,,,,,,,,,,,,,
1082,5350639.00,,,,,,,,,,,,,,,,,,,,,,,
1083,5350800.01,,,,,,,,,,,,,,,,,,,,,,,
1084,5350800.02,,,,,,,,,,,,,,,,,,,,,,,
1085,5350801.01,,,,,,,,,,,,,,,,,,,,,,,
1086,5350801.02,,,,,,,,,,,,,,,,,,,,,,,
1087,5350802.01,,,,,,,,,,,,,,,,,,,,,,,
1088,5350802.02,,,,,,,,,,,,,,,,,,,,,,,
1089,5350803.03,,,,,,,,,,,,,,,,,,,,,,,
1090,5350803.04,,,,,,,,,,,,,,,,,,,,,,,
1091,5350803.05,,,,,,,,,,,,,,,,,,,,,,,
1092,5350803.06,,,,,,,,,,,,,,,,,,,,,,,
1093,5350804.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1094,5350804.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1095,5350804.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1096,5350804.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1097,5350804.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1098,5350804.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1099,5350804.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,5350804.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1101,5350804.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1102,5350805.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1103,5350805.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1104,5350805.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1105,5350805.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,5350805.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1107,5350805.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1108,5350805.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1109,5350805.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110,5350805.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1111,5350805.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1112,5350805.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1113,5350805.20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1114,5350805.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1115,5350806.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1116,5350807.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1117,5350810.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1118,5350810.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1119,5350810.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1120,5350810.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1121,5350810.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1122,5350811.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1123,5350812.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1124,5350820.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1125,5350820.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1126,5350820.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1127,5350820.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1128,5350820.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1129,5350830.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1130,5350831.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1131,5350831.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132,5350832.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1133,x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
